date_1,day,month,year,temp2_c,temp2_max_c,temp2_min_c,temp2_ave_c,surface_pressure_pa,wind_speed50_max_m_s,wind_speed50_min_m_s,wind_speed50_ave_m_s,prectotcorr,total_demand_mw,date_2,max_generation_mw
20-02-19,26.985656968313492,1.7411011335566535,-8.884578123676867e-34,988140804334.1583,11546.178867961718,1767115.9542468342,382929363510.21857,1157115214940256e5,4.001627003011599,1.4673318177982246,1.660350534087141,0.0039810717055349205,38.33686159247561,20-02-19,-0.1612985221068381
21-02-19,28.47352425548561,1.7411011335566535,-8.884578123676867e-34,1102963091607.3591,11352.129416186966,1928821.795620272,387659509105.66705,11616847231998167e4,3.33988581630358,0.8867933807175657,1.4088711109500556,0.0039810717055349205,37.3050451789325,21-02-19,-0.16532780511220382
22-02-19,29.968496079166727,1.7411011335566535,-8.884578123676867e-34,1577794944436.0608,11410.126878176081,2464236.888839361,448570991489.1523,11244670946068906e4,3.2305679522639172,1.014744698321676,1.4169067171134306,0.0039810717055349205,36.772701884891205,22-02-19,-0.16432919652185318
23-02-19,31.47028093155266,1.7411011335566535,-8.884578123676867e-34,2716974704291.614,12984.137252582173,3895053.064931686,755180681585.7191,10883260535532382e4,3.5377937144271048,1.29052005441794,1.5391630505492522,0.0039810717055349205,37.99758565406355,23-02-19,-0.16047306758893215
24-02-19,32.97861146271464,1.7411011335566535,-8.884578123676867e-34,2563883432134.526,12475.916481392234,4050698.779935121,713446016189.4502,10926503791268004e4,2.6850272672362183,1.0233569134436657,1.3304235682117005,0.0039810717055349205,39.00223027511143,24-02-19,-0.16045258297227125
25-02-19,34.493241551707555,1.7411011335566535,-8.884578123676867e-34,1430215511899.3206,9506.498930943326,4762843.9578885,465056583244.79,10959037648079895e4,3.5703147080375195,0.7235085686946043,1.4241804134819267,1.8895127002479724,38.837488837502164,25-02-19,-0.1630256862556727
26-02-19,36.01394383618912,1.7411011335566535,-8.884578123676867e-34,620035273739.3676,7433.246790809485,2579762.7963857125,198161621981.63834,1104622126504889e5,3.798486134127633,0.7869801114754046,1.4673318177982246,2.4848127282551387,37.47998259155175,26-02-19,-0.16380261456464817
27-02-19,37.54050761382401,1.7411011335566535,-8.884578123676867e-34,811678496346.8812,8433.777346923336,3660254.38601353,313857987493.3884,10915678504791618e4,2.9675824849778656,1.2788151059986599,1.4561979444692565,2.491250412137778,37.99758565406355,27-02-19,-0.1726541925568368
28-02-19,39.0727370477694,1.7411011335566535,-8.884578123676867e-34,786697015153.6007,8243.057570808543,4028161.2439093543,319543423462.9322,10969901625040426e4,4.040183938263211,1.1014473106380385,1.555948702199678,2.3304381811841877,37.47998259155175,28-02-19,-0.16574342397638114
01-03-19,1.000000011,2.4082246917026264,-8.884578123676867e-34,291286687287.6441,7485.105514102752,921934.1259718342,109877619646.28256,11367519601797715e4,3.166774586715853,1.2821848624475287,1.4854617760656172,0.4299771698706853,36.41128406053993,01-03-19,-0.1680598140065498
